"Cikkszám";"Termék Név";"Nettó Ár";"Bruttó Ár"
"GPPL0825002";"BERÁNTÓ RUGÓ MTD THORX HONDA GXV140 GXV160 NAC WR65704A EVEREST - utángyártott";"700.7874015748031";"890"
"GPPL0813006";"BERÁNTÓ RUGÓ OLEOMAC 936, 937, 940, 941, 942, 945, 946, 947, 950, 951, 952 - utángyártott";"1960.629921259843";"2490"
"GPPL0805011";"BERÁNTÓ RUGÓ PARTNER 351 EVEREST - utángyártott";"543.3070866141733";"690"
"GPPL0805023";"BERÁNTÓ RUGÓ PARTNER K750 - utángyártott";"1960.629921259843";"2490"
"GPPL0804002";"BERÁNTÓ RUGÓ STIHL 017,018,021,023,025 EVEREST - utángyártott";"543.3070866141733";"690"
"GPPL0804012";"BERÁNTÓ RUGÓ STIHL FS120, FS200, FS250 EVEREST - utángyártott";"779.5275590551181";"990"
"GPPL0804019";"BERÁNTÓ RUGÓ STIHL MS261, MS271, MS311, MS341, MS361 - utángyártott";"937.007874015748";"1190"
"GPPL0804009";"BERÁNTÓ RUGÓ STIHL TS400 EVEREST - utángyártott";"1251.968503937008";"1590"
"GPPL0804016";"BERÁNTÓ RUGÓ STIHL TS410, TS420 - utángyártott";"1015.748031496063";"1290"
"GPPL0804026";"BERÁNTÓ RUGÓ STIHL TS410, TS420, TS480I, TS500I, TS700, TS800 EVEREST - utángyártott";"1330.708661417323";"1690"
"GPPL0839002";"BERÁNTÓ RUGÓ WACKER WM80 EVEREST - utángyártott";"1330.708661417323";"1690"
"GPPL0804006";"BERÁNTÓ STIHL 017, 018, MS170, MS170C, MS180, MS180C - utángyártott";"1960.629921259843";"2490"
"GPPL0804007";"BERÁNTÓ STIHL 021, 023, 025 - utángyártott";"2039.370078740157";"2590"
"GPPL0804014";"BERÁNTÓ STIHL 024, 026, MS240, MS260, MS260C - utángyártott";"4874.015748031496";"6190"
"GPPL0804021";"BERÁNTÓ STIHL 029, 039 - utángyártott";"4559.055118110236";"5790"
"GPPL0804020";"BERÁNTÓ STIHL 034, 036, MS340, MS360 - utángyártott";"3456.692913385827";"4390"
"GPPL0804030";"BERÁNTÓ STIHL MS170 2MIX, MS180 2MIX - utángyártott";"3456.692913385827";"4390"
"GPPL0804018";"BERÁNTÓ STIHL MS171, MS181, MS211 - utángyártott";"3377.952755905512";"4290"
"GPPL0804028";"BERÁNTÓ STIHL MS231, MS251 FARMERTEC - utángyártott";"4401.574803149606";"5590"
"GPPL0804029";"BERÁNTÓ STIHL MS261 FARMERTEC - utángyártott";"6842.51968503937";"8690"
"GPPL0804022";"BERÁNTÓ STIHL MS341, MS361, MS361C - utángyártott";"3929.133858267716";"4990"
"GPPL0804023";"BERÁNTÓ STIHL TS400 - utángyártott";"4007.874015748032";"5090"
"GPPL0804024";"BERÁNTÓ STIHL TS410, TS420 - utángyártott";"6921.259842519685";"8790"
"GPPL0804025";"BERÁNTÓ STIHLT S700 - utángyártott";"10307.08661417323";"13090"
"GPPL0839001";"BERÁNTÓ WACKER WM80 - utángyártott";"4952.755905511811";"6290"
"GPPL0843002";"BERÁNTÓ ZONGSHEN 168FB 6,5HP";"3456.692913385827";"4390"
"GPPL0843004";"BERÁNTÓ ZONGSHEN 177F 9,0HP";"5582.677165354331";"7090"
"GPPL0843006";"BERÁNTÓ ZONGSHEN 188F 13,0HP";"5818.897637795276";"7390"
"GPPL0843013";"BERÁNTÓ ZONGSHEN GB1000";"42826.77165354331";"54390"
"GPPL0843015";"BERÁNTÓ ZONGSHEN GB270";"5818.897637795276";"7390"
"GPPL0843016";"BERÁNTÓ ZONGSHEN GB420";"5818.897637795276";"7390"
"GPPL0843007";"BERÁNTÓ ZONGSHEN NP100 NP130 NP150 XP140";"3456.692913385827";"4390"
"GPPL0843008";"BERÁNTÓ ZONGSHEN XP200 6,5HP";"3850.393700787401";"4890"
"GPPL0843014";"BERÁNTÓ ZONGSHEN XP380A 11,5";"28889.76377952756";"36690"
"GPPL0843009";"BERÁNTÓ ZONGSHEN XP420 11,5HP MTD THORX";"33535.43307086614";"42590"
"GPPL0843010";"BERÁNTÓ ZONGSHEN XP620 17,6HP";"31251.96850393701";"39690"
"GPPL0843017";"BERÁNTÓ ZONGSHEN XP680 OD 2023R";"37000";"46990"
"GPPL0843012";"BERÁNTÓ ZONGSHEN XP680, GB680";"37000";"46990"
"GPPL3299016";"BIZTONSÁGI MEGSZAKÍTÓ 13A - utángyártott";"1724.409448818898";"2190"
"GPPL3299017";"BIZTONSÁGI MEGSZAKÍTÓ 13A - utángyártott";"2118.110236220472";"2690"
"GPPLM003";"BÖGRE GARDEN PARTS";"3771.653543307087";"4790"
"GPPL2404015";"BORDÁS KÉSRÖGZÍTŐ SZÖGHAJTÁS  STIHL FS300, FS350, FS400, FS450, FS480 - utángyártott";"700.7874015748031";"890"
"GPPL2404017";"BORDÁS KÉSRÖGZÍTŐ SZÖGHAJTÁS  STIHL FS300, FS350, FS400, FS450, FS480 - utángyártott";"937.007874015748";"1190"
"GPPL2404003";"BORDÁS KÉSRÖGZÍTŐ SZÖGHAJTÁS STIHL FS120, FS200, FS250 - utángyártott";"622.0472440944882";"790"
"GPPL2404004";"BORDÁS KÉSRÖGZÍTŐ SZÖGHAJTÁS STIHL FS120, FS200, FS250 - utángyártott";"622.0472440944882";"790"
"GPPL1806007";"BOWDEN UNIVERZÁLIS 1219MM X 1422MM - utángyártott";"779.5275590551181";"990"
"GPPL1806008";"BOWDEN UNIVERZÁLIS 1524MM X 1651MM - utángyártott";"937.007874015748";"1190"
"GPPL1806022";"BOWDEN UNIVERZÁLIS MEGHAJTÓ VAGY FÉKBOWDEN - utángyártott";"1566.929133858268";"1990"
"GPPL1806023";"BOWDEN VÉG - utángyártott";"228.3464566929134";"290"
"GPPL2412054";"Bozótvágó fogantyú 19mm";"1409.448818897638";"1790"
"GPPL1301012";"BRIGGS&STRATTON REGULÁTOR LAPÁT - utángyártott";"1173.228346456693";"1490"
"GPPL0706090";"CSAPÁGY 6001-C3 FAG - utángyártott";"1173.228346456693";"1490"
"GPPL0706095";"CSAPÁGY 6001-C3 SKF - utángyártott";"1173.228346456693";"1490"
"GPPL0706091";"CSAPÁGY 6002-C3 FAG - utángyártott";"1173.228346456693";"1490"
"GPPL0706096";"CSAPÁGY 6002-C3 SKF - utángyártott";"1173.228346456693";"1490"
"GPPL0706092";"CSAPÁGY 6201-C3 FAG - utángyártott";"1015.748031496063";"1290"
"GPPL0706097";"CSAPÁGY 6201-C3 SKF - utángyártott";"1173.228346456693";"1490"
"GPPL0706093";"CSAPÁGY 6202-C3 FAG - utángyártott";"1173.228346456693";"1490"
"GPPL0706098";"CSAPÁGY 6202-C3 SKF - utángyártott";"1173.228346456693";"1490"
"GPPL1606001";"CSAPÁGY 6203-2HRS FAG - utángyártott";"1724.409448818898";"2190"
"GPPL0706094";"CSAPÁGY 6203-C3 FAG - utángyártott";"1173.228346456693";"1490"
"GPPL0706099";"CSAPÁGY 6203-C3 SKF - utángyártott";"1409.448818897638";"1790"
"GPPL1606002";"CSAPÁGY 6204-2HRS FAG - utángyártott";"1881.889763779528";"2390"
"GPPL1606003";"CSAPÁGY 6205-2HRS FAG - utángyártott";"1960.629921259843";"2490"
"GPPL2412049";"CSAVAR KUPLUNGHOZ KÍNAI FŰNYÍRÓ K 26CC";"149.6062992125984";"190"
"GPPL2412050";"CSAVAR KUPLUNGHOZ KÍNAI FŰNYÍRÓ K 32CC 43CC 52CC";"149.6062992125984";"190"
"GPPL2205003";"CSAVAR MANUÁLIS KUPLUNGHOZ HUSQVARNA - utángyártott";"1724.409448818898";"2190"
"GPPL2712001";"CSILLAGKERÉK .325 7 FOGÚ KÍNAI LÁNCFŰRÉSZ 45CC 52CC 58CC EVEREST";"1173.228346456693";"1490"
"GPPL2712012";"CSILLAGKERÉK .325 7 FOGÚ KÍNAI LÁNCFŰRÉSZ 45CC 52CC 58CC FARMERTEC";"1173.228346456693";"1490"
"GPPL2712008";"CSILLAGKERÉK .325 7 FOGÚ KÍNAI LÁNCFŰRÉSZ NAC SPS 01-52, 02-45 FLO EVEREST";"1251.968503937008";"1590"
"GPPL2799001";"CSILLAGKERÉK .325 7Z ECHO CS3600, CS3700, CS3900, CS400 EVEREST - utángyártott";"2275.590551181102";"2890"
"GPPL2729001";"CSILLAGKERÉK .325 7Z HOMELITE CSP3816, CSP4016, CSP4518, CSP4520 EVEREST - utángyártott";"2196.850393700787";"2790"
"GPPL2723004";"CSILLAGKERÉK 3/8 6Z DOLMAR PS34, PS3410 MAKITA DCS34 EVEREST - utángyártott";"2196.850393700787";"2790"
"GPPL2723002";"CSILLAGKERÉK 3/8 6Z MAKITA DCS33, 400 10MM EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2723001";"CSILLAGKERÉK 3/8 6Z MAKITA UC XX00A EVEREST - utángyártott";"2905.511811023622";"3690"
"GPPL2723003";"CSILLAGKERÉK 3/8 6Z MAKITA UC XX30A EVEREST - utángyártott";"2905.511811023622";"3690"
"GPPL2705023";"CSILLAGKERÉK 3/8 6Z MCCULLOCH MAC110, MAC130, MAC140 EVEREST - utángyártott";"2039.370078740157";"2590"
"GPPL2712004";"CSILLAGKERÉK BETÉT KÍNAI LÁNCFŰRÉSZ 45CC 52CC 58CC EVEREST";"779.5275590551181";"990"
"GPPL2706004";"CSILLAGKERÉK BETÉT MINI .325 7Z 1,6MM STIHL - utángyártott";"937.007874015748";"1190"
"GPPL2706005";"CSILLAGKERÉK BETÉT MINI 3/8 7Z STIHL EVEREST - utángyártott";"779.5275590551181";"990"
"GPPL2706001";"CSILLAGKERÉK BETÉT SM 3/4 .325 7Z EVEREST - utángyártott";"779.5275590551181";"990"
"GPPL2706002";"CSILLAGKERÉK BETÉT SM 3/4 3/8 7Z EVEREST - utángyártott";"779.5275590551181";"990"
"GPPL2704002";"CSILLAGKERÉK BETÉTES .325 7Z STIHL 026, MS260, MS260C, MS270, MS270C, MS280, MS280C EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2705003";"CSILLAGKERÉK BETÉTES HSQVARNA 36, 41, 136, 141, 236, 240 .325 7Z SM EVEREST - utángyártott";"2196.850393700787";"2790"
"GPPL2705016";"CSILLAGKERÉK BETÉTES HSQVARNA 36, 41, 136, 141, 236, 240 .325 7Z SM FARMERTEC - utángyártott";"2196.850393700787";"2790"
"GPPL2705004";"CSILLAGKERÉK BETÉTES HUSQVARNA 340, 345, 346, 350, 351, 353, 357, 359, 445, 450 .325 7Z SM EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2705020";"CSILLAGKERÉK BETÉTES HUSQVARNA 340, 345, 346, 350, 351, 353, 357, 359, 445, 450 .325 7Z SM FARMERTEC - utángyártott";"2433.070866141732";"3090"
"GPPL2705007";"CSILLAGKERÉK BETÉTES HUSQVARNA 362, 365, 371, 372, 570, 575 3/8 7Z SM EVEREST - utángyártott";"2748.031496062992";"3490"
"GPPL2705021";"CSILLAGKERÉK BETÉTES HUSQVARNA 362, 365, 371, 372, 570, 575 3/8 7Z SM FARMERTEC - utángyártott";"2748.031496062992";"3490"
"GPPL2705001";"CSILLAGKERÉK BETÉTES HUSQVARNA 40, 45, 49325 7Z SM EVEREST - utángyártott";"2196.850393700787";"2790"
"GPPL2705002";"CSILLAGKERÉK BETÉTES HUSQVARNA 50,51,55,154,254,263 PARTNER 400 .325 7Z EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2705017";"CSILLAGKERÉK BETÉTES HUSQVARNA 50,51,55,154,254,263 PARTNER 400 .325 7Z FARMERTEC - utángyártott";"2433.070866141732";"3090"
"GPPL2712006";"CSILLAGKERÉK BETÉTES KÍNAI LÁNCFŰRÉSZ 38CC 3/8 7Z EVEREST";"1960.629921259843";"2490"
"GPPL2712011";"CSILLAGKERÉK BETÉTES KÍNAI LÁNCFŰRÉSZ 38CC 3/8 7Z FARMERTEC";"1960.629921259843";"2490"
"GPPL2712003";"CSILLAGKERÉK BETÉTES KÍNAI LÁNCFŰRÉSZ 45CC 52CC 58CC EVEREST";"1566.929133858268";"1990"
"GPPL2712013";"CSILLAGKERÉK BETÉTES KÍNAI LÁNCFŰRÉSZ 45CC 52CC 58CC FARMERTEC";"1566.929133858268";"1990"
"GPPL2723006";"CSILLAGKERÉK BETÉTES MAKITA DCS4301 .325 7z EVEREST";"3456.692913385827";"4390"
"GPPL2713001";"CSILLAGKERÉK BETÉTES OLEOMAC 947 952 .325 EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2705014";"CSILLAGKERÉK BETÉTES PARTNER 351 HUSQVARNA 236, 240 3/8 7Z FARMERTEC - utángyártott";"2433.070866141732";"3090"
"GPPL2704010";"CSILLAGKERÉK BETÉTES STIHL 017,018,021,023,025 3/8 EVEREST - utángyártott";"2196.850393700787";"2790"
"GPPL2704007";"CSILLAGKERÉK BETÉTES STIHL 017,018,021,023,025 3/8 FARMERTEC - utángyártott";"2196.850393700787";"2790"
"GPPL2704011";"CSILLAGKERÉK BETÉTES STIHL 044, 046, MS341, MS361, MS362, MS440, MS441, MS460 3/8 EVEREST - utángyártott";"2433.070866141732";"3090"
"GPPL2704009";"CSILLAGKERÉK BETÉTES STIHL 044, 046, MS341, MS361, MS362, MS440, MS441, MS460 3/8 FARMERTEC - utángyártott";"2433.070866141732";"3090"
"GPPL2705015";"CSILLAGKERÉK HUSQVARNA .325 7Z H435, H440 FARMERTEC - utángyártott";"2275.590551181102";"2890"
"GPPL2705010";"CSILLAGKERÉK HUSQVARNA 135, 135E, 140, 140E 3/8 6 FOG EVEREST - utángyártott";"1803.149606299213";"2290"
"GPPL2705013";"CSILLAGKERÉK HUSQVARNA 340, 345, 346, 350, 351, 353, 357, 359, 445, 450 .325 7 FOG EVEREST - utángyártott";"1803.149606299213";"2290"
"GPPL2705019";"CSILLAGKERÉK HUSQVARNA 340, 345, 346, 350, 351, 353, 357, 359, 445, 450 .325 7 FOG FARMERTEC - utángyártott";"1803.149606299213";"2290"
"GPPL2705005";"CSILLAGKERÉK HUSQVARNA 36, 37, 41, 42, 136, 137, 141, 142 .325 7Z EVEREST - utángyártott";"1724.409448818898";"2190"
"GPPL2705012";"CSILLAGKERÉK HUSQVARNA 36, 37, 41, 42, 136, 137, 141, 142 .325 7Z FARMERTEC - utángyártott";"1724.409448818898";"2190"
"GPPL2712007";"CSILLAGKERÉK KÍNAI LÁNCFŰRÉSZ 25CC 3/8 6 Z EVEREST";"1251.968503937008";"1590"
"GPPL2712009";"CSILLAGKERÉK KÍNAI LÁNCFŰRÉSZ 25CC 3/8 6 Z FARMERTEC";"1251.968503937008";"1590"
"GPPL2712010";"CSILLAGKERÉK KÍNAI LÁNCFŰRÉSZ 38CC 3/8 6 Z FARMERTEC";"1409.448818897638";"1790"
"GPPL2712014";"CSILLAGKERÉK KÍNAI LÁNCFŰRÉSZ NAC SPS 01-45 EVEREST";"1251.968503937008";"1590"
"GPPL2723005";"CSILLAGKERÉK MAKITA DCS3501, DCS4301 .325 7 FOG EVEREST";"3456.692913385827";"4390"
"GPPL2705006";"CSILLAGKERÉK PARTNER 351 HUSQVARNA 236, 240 3/8 6 Z EVEREST - utángyártott";"1803.149606299213";"2290"
"GPPL2705018";"CSILLAGKERÉK PARTNER 351 HUSQVARNA 236, 240 3/8 6 Z FARMERTEC - utángyártott";"1803.149606299213";"2290"
"GPPL2704001";"CSILLAGKERÉK STIHL 017,018,021,023,025 3/8 6Z EVEREST - utángyártott";"1724.409448818898";"2190"
"GPPL2704003";"CSILLAGKERÉK STIHL 017,018,021,023,025 3/8 6Z FARMERTEC - utángyártott";"1724.409448818898";"2190"
"GPPL2704006";"CSILLAGKERÉK STIHL 026, MS260, MS260C, MS270, MS270C, MS280, MS280C EVEREST - utángyártott";"2275.590551181102";"2890"
"GPPL2704008";"CSILLAGKERÉK STIHL 026, MS260, MS260C, MS270, MS270C, MS280, MS280C FARMERTEC - utángyártott";"2275.590551181102";"2890"
"GPPL3204001";"CSILLAGKERÉK STIHL TS400 - utángyártott";"3141.732283464567";"3990"
"GPPL3204002";"CSILLAGKERÉK STIHL TS410, TS420 FARMERTEC - utángyártott";"4559.055118110236";"5790"
"GPPL2412043";"CSŐBILINCS KÍNAI FŰKASZÁK 25 MM";"2196.850393700787";"2790"
"GPPL2412044";"CSŐBILINCS KÍNAI FŰKASZÁK 26 MM";"1409.448818897638";"1790"
"GPPL2805086";"CSŐFOGANTYÚ HUSQVARNA 136, 136LE, 137, 137E, 141, 141LE, 142, 142E FARMERTEC - utángyártott";"2039.370078740157";"2590"
"GPPL2805091";"CSŐFOGANTYÚ HUSQVARNA 340, 345, 350 - utángyártott";"4637.795275590551";"5890"
"GPPL2804040";"CSŐFOGANTYÚ STIHL 017, 018, MS170, MS170C, MS180, MS180C FARMERTEC - utángyártott";"4559.055118110236";"5790"
"GPPL2804042";"CSŐFOGANTYÚ STIHL 021, 023, 025 FARMERTEC - utángyártott";"3456.692913385827";"4390"
"GPPL2804064";"CSÚSZÓLÉC / VEZETŐLÉC STIHL 021, 023, 025, MS210, MS210C, MS230, MS230C, MS250, MS250C FARMERTEC - utángyártott";"149.6062992125984";"190"
"GPPL2406031";"DAMILFEJ DAMIL SZÁLVEZETŐ HÜVELY HUSQVARNA - utángyártott";"228.3464566929134";"290"
"GPPL2413006";"DAMILFEJ DAMIL SZÁLVEZETŐ HÜVELY OLEOMAC, TECOMEC";"307.0866141732283";"390"
"GPPL2406033";"DAMILFEJ DAMIL SZÁLVEZETŐ HÜVELY SHINDAIWA - utángyártott";"307.0866141732283";"390"
"GPPL2405006";"DAMILFEJ FEDÉL HUSQVARNA T35 - ALSÓ - utángyártott";"622.0472440944882";"790"
"GPPL2405010";"DAMILFEJ FEDÉL HUSQVARNA T45 - ALSÓ - utángyártott";"779.5275590551181";"990"
"GPPL2413005";"DAMILFEJ FEDÉL OLEOMAC - ALSÓ";"1173.228346456693";"1490"
"GPPL2404021";"DAMILFEJ FEDÉL STIHL AUTO-CUT 40-2 - ALSÓ - utángyártott";"1173.228346456693";"1490"
"GPPL2406029";"DAMILFEJ FÉLAUTOMATA 100MM 10X1.25Z - utángyártott";"2196.850393700787";"2790"
"GPPL2406019";"DAMILFEJ FÉLAUTOMATA 108MM 10X1.25Z HUSQVARNA MINI T25 - utángyártott";"1960.629921259843";"2490"
"GPPL2406011";"DAMILFEJ FÉLAUTOMATA 109MM 10X1.25Z - utángyártott";"2748.031496062992";"3490"
"GPPL2406010";"DAMILFEJ FÉLAUTOMATA 10X1.25Z PRO - utángyártott";"3456.692913385827";"4390"
"GPPL2406020";"DAMILFEJ FÉLAUTOMATA 123MM 10X1.25Z HUSQVARNA T35 - utángyártott";"2196.850393700787";"2790"
"GPPL2406030";"DAMILFEJ FÉLAUTOMATA 127MM 10X1.25Z - utángyártott";"2511.811023622047";"3190"
"GPPL2406009";"DAMILFEJ FÉLAUTOMATA 130MM 10X1.25Z - utángyártott";"3456.692913385827";"4390"
"GPPL2406012";"DAMILFEJ FÉLAUTOMATA 130MM 10X1.25Z PRO - utángyártott";"3614.173228346457";"4590"
"GPPL2406034";"DAMILFEJ FÉLAUTOMATA 145MM 12X1.75Z HUSQVARNA T45 - utángyártott";"3141.732283464567";"3990"
"GPPL2413001";"DAMILFEJ FÉLAUTOMATA OLEOMAC 10x1.25Z EVEREST";"3456.692913385827";"4390"
"GPPL2406027";"DAMILFEJ FÉLAUTOMATA STIHL AUTO-CUT 25-2 10X1.0Z - utángyártott";"2118.110236220472";"2690"
"GPPL2406041";"DAMILFEJ FÉLAUTOMATA STIHL Auto-Cut 27-2 10x1.0Z EVEREST";"2511.811023622047";"3190"
"GPPL2413002";"DAMILFEJ GOMB / KOPTATÓ OLEOMAC";"1173.228346456693";"1490"
"GPPL2405007";"DAMILFEJ GOMB / KOPTATŐHUSQVARNA T35 - utángyártott";"385.8267716535433";"490"
"GPPL2405011";"DAMILFEJ GOMB / KOPTATŐHUSQVARNA T45 - utángyártott";"1566.929133858268";"1990"
"GPPL2429001";"DAMILFEJ HOMELITE RYOBI MTD - utángyártott";"2511.811023622047";"3190"
"GPPL2406036";"DAMILFEJ KÍNAI FŰKASZÁK 10X1,25 PRO EASY LOAD";"2275.590551181102";"2890"
"GPPL2412015";"DAMILFEJ KOMPLETT 10X1,25 KÍNAI FŰKASZÁK";"1251.968503937008";"1590"
"GPPL2412016";"DAMILFEJ KOMPLETT 10X1,25 PRO KÍNAI FŰKASZÁK";"2196.850393700787";"2790"
"GPPL2412014";"DAMILFEJ KOMPLETT KÍNAI FŰSZEGÉLYNYÍRÓ";"1488.188976377953";"1890"
"GPPL2406035";"DAMILFEJ KOMPLETT KÍNAI FŰSZEGÉLYNYÍRŐ8MM";"1173.228346456693";"1490"
"GPPL2412021";"DAMILFEJ NAC N1E-SPK-200C TE20-SP 7MM - utángyártott";"1251.968503937008";"1590"
"GPPL2412022";"DAMILFEJ NAC N1E-SPK-500 TE50-SP 7MM - utángyártott";"1173.228346456693";"1490"
"GPPL2412023";"DAMILFEJ PERFORMANCE POWER GRIZZLY ERT450 8MM - utángyártott";"1173.228346456693";"1490"
"GPPL2429003";"DAMILFEJ RÖGZÍTŐ CSAVAR FEKETE JOBB HOMELITE RYOBI F2020 - utángyártott";"543.3070866141733";"690"
"GPPL2429004";"DAMILFEJ RÖGZÍTŐ CSAVAR PIROS BAL HOMELITE RYOBI F2020 - utángyártott";"543.3070866141733";"690"
"GPPL2405009";"DAMILFEJ RUGÓ HUSQVARNA T35 - utángyártott";"149.6062992125984";"190"
"GPPL2405013";"DAMILFEJ RUGÓ HUSQVARNA T45 - utángyártott";"228.3464566929134";"290"
"GPPL2413004";"DAMILFEJ RUGÓ OLEOMAC";"228.3464566929134";"290"
"GPPL2404022";"DAMILFEJ RUGÓ STIHL AUTO-CUT 40-2 - utángyártott";"228.3464566929134";"290"
"GPPL2404020";"DAMILFEJ STIHL AUTO-CUT 40-2 12X1.5Z - utángyártott";"3377.952755905512";"4290"
"GPPL2404012";"DAMILFEJ STIHL FS38 FS45 - utángyártott";"2433.070866141732";"3090"
"GPPL2404027";"DAMILFEJ STIHL FS38 FS45 C6-2 - utángyártott";"2984.251968503937";"3790"
"GPPL2412001";"DAMILFEJ VÉDŐBURKOLAT KÉSSEL FŰKASZÁK ÉS FŰSZEGÉLYNYÍROK UNIVERZÁLIS - utángyártott";"1645.669291338583";"2090"
"GPPL2412002";"DAMILFEJ VÉDŐBURKOLAT KÉSSEL KASZÁK UNIVERZÁLIS - utángyártott";"1251.968503937008";"1590"
"GPPL2412018";"DAMILFEJ VÉDŐBURKOLAT KÉSSEL KASZÁK UNIVERZÁLIS NAC 28MM - utángyártott";"1251.968503937008";"1590"
"GPPL2412017";"DAMILFEJ VÉDŐBURKOLAT KÉSSEL KASZÁK UNIVERZÁLIS NAC SPS205210BC02N CG430 WLBC 26MM - utángyártott";"1251.968503937008";"1590"
"GPPL2412042";"DAMILFEJ VÉDŐBURKOLAT RÖGZÍTÉS C1525 KÍNAI FŰKASZÁK 28MM";"779.5275590551181";"990"
"GPPL2412053";"DAMILFEJ VÉDŐBURKOLAT RÖGZÍTÉS KÍNAI FŰKASZÁK 26MM";"779.5275590551181";"990"
"GPPL2413003";"DAMILORSÓ OLEOMAC";"1173.228346456693";"1490"
"GPPL2405008";"DAMILORSÓHUSQVARNA T35 - utángyártott";"464.5669291338583";"590"
"GPPL2405012";"DAMILORSÓHUSQVARNA T45 - utángyártott";"937.007874015748";"1190"
"GPPL1811008";"DECK EMELŐ BOWDEN CASTELGARDEN TC92 TC102 632MM - utángyártott";"4086.614173228346";"5190"
"GPPL2806001";"DEKOMPRESSZOR SZELEP ELZÁRÓUNIVERZÁLIS FARMERTEC - utángyártott";"228.3464566929134";"290"
"GPPL2805026";"DEKOMPRESSZOR SZELEP HUSQVARNA EVEREST - utángyártott";"1566.929133858268";"1990"
"GPPL2804031";"DEKOMPRESSZOR SZELEP STIHL - utángyártott";"2275.590551181102";"2890"
"GPPL2804018";"DEKOMPRESSZOR SZELEP STIHL TS400, TS700, TS800 - utángyártott";"2275.590551181102";"2890"
"GPPL3019006";"DÖRZSTÁRCSA ARIENS 824, 1125, 1332 - utángyártott";"5188.976377952756";"6590"
"GPPL3012007";"DÖRZSTÁRCSA GST55 ZLST651Q - utángyártott";"2275.590551181102";"2890"
"GPPL0706061";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X32 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706062";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X33 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706070";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X34 - utángyártott";"307.0866141732283";"390"
"GPPL0706063";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X34 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706064";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X35 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706065";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X36 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706001";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X37 - utángyártott";"307.0866141732283";"390"
"GPPL0706029";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X37 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706002";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X38 - utángyártott";"307.0866141732283";"390"
"GPPL0706030";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X38 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706003";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X40 - utángyártott";"307.0866141732283";"390"
"GPPL0706031";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X40 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706004";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X42 - utángyártott";"307.0866141732283";"390"
"GPPL0706032";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X42 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706026";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X42,5 - utángyártott";"307.0866141732283";"390"
"GPPL0706033";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X42,5 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706027";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X43 - utángyártott";"307.0866141732283";"390"
"GPPL0706052";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X43 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706005";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X44 - utángyártott";"307.0866141732283";"390"
"GPPL0706034";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X44 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706028";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X45 - utángyártott";"307.0866141732283";"390"
"GPPL0706053";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X45 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706006";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X46 - utángyártott";"307.0866141732283";"390"
"GPPL0706054";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X46 AIP - utángyártott";"543.3070866141733";"690"
"GPPL0706072";"DUGATTYÚ GYŰRŰ UNIVERZÁLIS 1,2X47 AIP - utángyártott";"543.3070866141733";"690"
