"Cikkszám";"Termék Név";"Nettó Ár";"Bruttó Ár"
"SL2000665";"MOTOR SERIES 650 E-START 190CCM B&S";"133700.7874015748";"169800"
"SL2000514";"MOTOR SERIES 675 READY START 190CCM B&S";"118897.6377952756";"151000"
"SL2000666";"MOTOR SERIES 750 READYSTART 160CCM B&S";"115984.2519685039";"147300"
"SL200051311";"MOTOR SPRINT40 158CCM4PS B&S MOD.";"65803.14960629921";"83570"
"463488";"Motor tartó bak tengellyel kpl.";"5417.322834645669";"6880"
"474323";"Motor tartó konzol VLE";"11094.48818897638";"14090"
"418689";"MOTOR TRIMMER GT 2000";"14480.31496062992";"18390"
"SL45490160";"MOTOR UK-362300-81R01 +165";"31409.44881889764";"39890"
"SL45690157";"MOTOR UK-362300-81R03 167";"25834.64566929134";"32810"
"411663";"MOTOR UO-382300-21R02";"25976.37795275591";"32990"
"423035";"MOTOR VERKLEIDUNG KPL.";"8259.842519685038";"10490"
"545342";"MOTOR XRS 60 B&S WL80";"163858.2677165354";"208100"
"4408556037";"MOTOR-ABDECKHAUBE 34 HIT";"6307.086614173229";"8010"
"P111A02396A";"MOTOR-BEF.   (P111UP04115)";"13866.14173228346";"17610"
"P10001-0124";"MOTOR-DICHTSATZ   (306608)";"1267.716535433071";"1610"
"AK01-701B";"MOTOR-GEH.   (AK01-701B-Y)";"16858.26771653543";"21410"
"AB02-700-Y";"MOTOR-GEH. (MS330/400)";"82149.6062992126";"104330"
"AK01-701B-Y";"MOTOR-GEH. (MS330/400)";"16858.26771653543";"21410"
"P1182737700";"MOTOR-GEHÄUSE LINKS (GELB)";"11440.94488188976";"14530"
"P111A69944C";"MOTOR-GEHÄUSE N.LFB.";"20787.40157480315";"26400"
"P1182737706";"MOTOR-GEHÄUSE RECHTS (GELB)";"7755.905511811024";"9850"
"507409";"MOTOR-STYROPORVERPACKUNG KPL";"5732.283464566929";"7280"
"P111A02576D";"MOTORABDECK.  (P111A06982)";"8433.070866141732";"10710"
"P111A02576B";"MOTORABDECK. (P111A02576D)";"86.61417322834646";"110"
"P111A06982";"MOTORABDECK. LT250C BC300";"10858.26771653543";"13790"
"54860401";"MOTORABDECKHAUBE 36 VE R9005";"1724.409448818898";"2190"
"413119";"MOTORABDECKUNG";"10149.6062992126";"12890"
"414255";"MOTORABDECKUNG";"3692.913385826771";"4690"
"414470";"MOTORABDECKUNG";"5503.937007874016";"6990"
"415225";"MOTORABDECKUNG";"16291.33858267716";"20690"
"440732";"MOTORABDECKUNG";"7708.661417322834";"9790"
"479757";"MOTORABDECKUNG";"8700.787401574804";"11050"
"47921802";"MOTORABDECKUNG";"9283.464566929133";"11790"
"4792181008";"MOTORABDECKUNG";"6527.55905511811";"8290"
"415524";"MOTORABDECKUNG";"20070.86614173228";"25490"
"416620";"MOTORABDECKUNG";"7708.661417322834";"9790"
"416906";"MOTORABDECKUNG";"6606.299212598425";"8390"
"419245";"MOTORABDECKUNG";"2984.251968503937";"3790"
"49261010";"MOTORABDECKUNG";"4165.354330708661";"5290"
"492657";"MOTORABDECKUNG";"4559.055118110236";"5790"
"419362";"MOTORABDECKUNG";"5110.23622047244";"6490"
"419421";"MOTORABDECKUNG";"5110.23622047244";"6490"
"419429";"MOTORABDECKUNG";"5582.677165354331";"7090"
"419442";"MOTORABDECKUNG";"5582.677165354331";"7090"
"418955";"MOTORABDECKUNG";"8968.503937007874";"11390"
"P130591977";"MOTORABDECKUNG";"28606.29921259842";"36330"
"492610";"MOTORABDECKUNG";"4401.574803149606";"5590"
"P111UP00023";"MOTORABDECKUNG      FRS250";"5944.881889763779";"7550"
"SL06100212102150";"MOTORABDECKUNG 112A";"4889.763779527559";"6210"
"47069140";"MOTORABDECKUNG 34 LI";"637.7952755905512";"810"
"46313222";"MOTORABDECKUNG 40 BRILL";"5685.03937007874";"7220"
"SL7611102151";"MOTORABDECKUNG 548K/553K";"10385.82677165354";"13190"
"SL271103561";"MOTORABDECKUNG 556";"11409.44881889764";"14490"
"SL4006990";"MOTORABDECKUNG 586";"7787.40157480315";"9890"
"SL4023300";"MOTORABDECKUNG 587";"3110.236220472441";"3950"
"SL06100227100337";"MOTORABDECKUNG 621";"4094.488188976378";"5200"
"SL06100227100339";"MOTORABDECKUNG 621";"2590.551181102362";"3290"
"417704";"MOTORABDECKUNG BC 330";"4401.574803149606";"5590"
"P111UP03025";"MOTORABDECKUNG FRS250";"5393.700787401574";"6850"
"416208";"MOTORABDECKUNG HINTEN";"18338.58267716536";"23290"
"418763";"MOTORABDECKUNG HINTEN";"18811.02362204724";"23890"
"493327";"MOTORABDECKUNG HINTEN";"18811.02362204724";"23890"
"SL2100529";"MOTORABDECKUNG HOUSING-ENGINE";"12196.85039370079";"15490"
"47083040";"MOTORABDECKUNG KPL.";"9125.984251968504";"11590"
"412469";"MOTORABDECKUNG KPL. 38.2 E";"7472.44094488189";"9490"
"416472";"MOTORABDECKUNG KSE 2500 SCHWARZ";"7078.740157480315";"8990"
"416209";"MOTORABDECKUNG LINKS";"14952.75590551181";"18990"
"418764";"MOTORABDECKUNG LINKS";"14480.31496062992";"18390"
"416207";"MOTORABDECKUNG OBEN";"7236.220472440945";"9190"
"416205";"MOTORABDECKUNG RECHTS";"13850.3937007874";"17590"
"419691";"MOTORABDECKUNG SET";"11724.4094488189";"14890"
"SL06100227100140";"MOTORABDECKUNG SWZ. IKRA";"7787.40157480315";"9890"
"416203";"MOTORABDECKUNG VORNE";"9362.204724409448";"11890"
"412822";"MOTORANSCHLUSS";"307.0866141732283";"390"
"418290";"MOTORANSCHLUSSSTECKER";"960.6299212598425";"1220"
"SL7300420";"MOTORAUFHAENGUNG";"12708.66141732283";"16140"
"307047";"MOTORAUFHAENGUNG";"4755.905511811024";"6040"
"SL7300481";"MOTORAUFHAENGUNG (LACKIERT)";"16944.88188976378";"21520"
"SL7300607";"MOTORAUFHAENGUNG L.";"9992.125984251968";"12690"
"418515";"MOTORAUFLAGE";"1803.149606299213";"2290"
"410749";"MOTORAUFNAHME";"5503.937007874016";"6990"
"SL06100212102149";"MOTORAUFNAHME 112A";"5606.299212598425";"7120"
"47404534";"MOTORAUFNAHME 38 VLE";"7787.40157480315";"9890"
"SL750850";"MOTORAUFNAHME BLUE BIRD";"13094.48818897638";"16630"
"440582";"MOTORAUFNAHME MH HÄCKSLER";"9362.204724409448";"11890"
"44000801";"MOTORAUFNAHME ROBO R9005";"1724.409448818898";"2190"
"317791";"MOTORBEF. KONSOLE (327575)";"6889.763779527559";"8750"
"C300061";"MOTORBEFEST.-RING   GEMINI";"6598.425196850394";"8380"
"P111UP04115";"MOTORBEFESTIGUNG";"14771.65354330709";"18760"
"534619";"MOTORBEFESTIGUNG MIT VIBBRATIONSGUMMI";"1724.409448818898";"2190"
"B13641";"MOTORBLECH VE36 BRILL";"14480.31496062992";"18390"
"P111A95071A";"MOTORBLOCK";"42496.06299212598";"53970"
"418380";"MOTORBLOCK 6436";"39992.12598425196";"50790"
"418408";"MOTORBLOCK 6442";"42669.29133858268";"54190"
"418773";"MOTORBLOCK PRO 170 QSS";"25346.45669291339";"32190"
"414590";"MOTORBREMSE KPL.";"5818.897637795276";"7390"
"479664";"MOTORBREMSE KPL.";"5503.937007874016";"6990"
"492560";"MOTORBREMSE KPL.";"4401.574803149606";"5590"
"SL3800375";"MOTORBREMSE M. CLIP SWZ 582";"13456.69291338583";"17090"
"467462";"Motorburkolat";"5188.976377952756";"6590"
"463966";"Motorburkolat bal BC 410/4125";"2031.496062992126";"2580"
"463965";"Motorburkolat jobb oldali BC410/4125";"1803.149606299213";"2290"
"460156";"Motorburkolat komplett HW 801";"9362.204724409448";"11890"
"412526";"Motorburkolat MS 4300";"4952.755905511811";"6290"
"41127902";"Motorburkolat POWERLINE MS 3300B/4300B";"9440.944881889764";"11990"
"418126";"Motorburkolat PRO 700";"9362.204724409448";"11890"
"416468";"MOTORDECKEL KSE 2500 ROT RAL3000";"3141.732283464567";"3990"
"P109831890608";"MOTORDICHT SATZ";"27732.28346456693";"35220"
"423051";"Motoregység 1,6kW";"32275.5905511811";"40990"
"455942";"MOTOREINH 3,0PS M DEKOV 646 KPL";"117795.2755905512";"149600"
"455943";"MOTOREINH 3,3PS M DEKOV 652 KPL";"118976.3779527559";"151100"
"455945";"MOTOREINH 3,8PS M DEKOV 656C KPL";"167401.5748031496";"212600"
"SL21009531";"MOTOREINH. 651C F.ET";"274803.1496062992";"349000"
"SL2100948";"MOTOREINH. 656C DEKO KPL";"46283.46456692913";"58780"
"SL21009481";"MOTOREINH. 656C F.ET";"121118.1102362205";"153820"
"SL2100133";"MOTOREINH.2,0PS 630/633";"108574.8031496063";"137890"
"SL2100644";"MOTOREINH.2,0PS 635 ALT VERSION";"131968.5039370079";"167600"
"SL210092222";"MOTOREINH.2,0PS 635 GELB MTD";"37496.06299212598";"47620"
"SL2100922";"MOTOREINH.2,0PS 635 O.DEKO M.KAT";"80149.6062992126";"101790"
"SL2100662";"MOTOREINH.2,0PS 635 ROT";"51133.85826771653";"64940"
"SL210064447";"MOTOREINH.2,0PS 636 GELB";"106023.6220472441";"134650"
"SL210094150";"MOTOREINH.2,0PS 636 O.DEKO M.KAT GELB";"75354.33070866142";"95700"
"SL2100240";"MOTOREINH.2,6PS 637/640 AB 2002";"71055.11811023622";"90240"
"SL2100885";"MOTOREINH.2,6PS 639 ROT M.DEKOV.";"129181.1023622047";"164060"
"SL210092922";"MOTOREINH.2,7PS 642 M.DEKO GELB MTD";"43858.26771653543";"55700"
"SL2100929";"MOTOREINH.2,7PS 642 M.DEKO M.KAT";"98259.84251968504";"124790"
"SL2100944";"MOTOREINH.2,7PS 642 O.DEKO O.KAT";"83456.69291338582";"105990"
"SL210094250";"MOTOREINH.2,7PS 643 O.DEKO M.KAT GELB";"91204.72440944881";"115830"
"SL2100916";"MOTOREINH.2,7PS 643 ROT M. DEKOV.";"88417.32283464567";"112290"
"SL2100888";"MOTOREINH.3,0PS 645 ROT.M.DEKOV.";"134511.8110236221";"170830"
"SL210092550";"MOTOREINH.3,0PS 646 M.DEKO O.KAT GELB";"124157.4803149606";"157680"
"SL210092650";"MOTOREINH.3,3PS 652 M.DEKO O.KAT GELB";"133401.5748031496";"169420"
"SL2100918";"MOTOREINH.3,5PS 644";"124503.937007874";"158120"
"SL21009181";"MOTOREINH.3,5PS 644 F.ET";"138590.5511811023";"176010"
"SL2100931";"MOTOREINH.3,6PS 651SP";"100157.4803149606";"127200"
"SL21009311";"MOTOREINH.3,6PS 651SP F.ET";"95622.04724409449";"121440"
"SL210093122";"MOTOREINH.3,6PS 651SP GELB MTD";"5842.51968503937";"7420"
"SL2100917";"MOTOREINH.4,0PS 651";"91244.09448818897";"115880"
"SL21009171";"MOTOREINH.4,0PS 651 F.ET";"91244.09448818897";"115880"
"SL210091722";"MOTOREINH.4,0PS 651 GELB MTD";"12015.74803149606";"15260"
"SL21009211";"MOTOREINH.4,2PS 656 F.ET";"96818.89763779528";"122960"
"SL210092122";"MOTOREINH.4,2PS 656 GELB MTD";"1629.92125984252";"2070"
"SL2100921";"MOTOREINH.4,2PS 656 M.DEKO";"100283.4645669291";"127360"
"SL2100932";"MOTOREINH.4,2PS 656SP";"96070.86614173229";"122010"
"SL21009321";"MOTOREINH.4,2PS 656SP F.ET";"101110.2362204724";"128410"
"SL210092119";"MOTOREINH.4,2PS BEAL TB56/M WEISS";"103748.031496063";"131760"
"SL2100765";"MOTOREINH.4,9PS 665 MIT DEKO KPL";"53803.14960629921";"68330"
"SL2100675";"MOTOREINH.5,85PS 675 O.DEKO";"18677.16535433071";"23720"
"SL210077519";"MOTOREINH.5,8PS BEAL TB75/M WEISS";"128125.9842519685";"162720"
"SL2100781";"MOTOREINH.6,4PS 681 MIT DEKO KPL";"145070.8661417323";"184240"
"SL210078119";"MOTOREINH.6,4PS BEAL TB81/M WEISS";"128125.9842519685";"162720"
"423032";"MOTOREINHEIT";"41330.70866141732";"52490"
"442680";"MOTOREINHEIT ANTRIEB KPL ROBO GEN III +";"21370.07874015748";"27140"
"417751";"MOTOREINHEIT GS 7,2 LI + AKKU 14,4 WH";"7677.165354330708";"9750"
"12718441";"MOTOREINHEIT KETTENSÄGE 651C SOLO BY A";"250905.5118110236";"318650"
"12718340";"MOTOREINHEIT KETTENSÄGE 652 SOLO BY AL";"202047.2440944882";"256600"
"12718540";"MOTOREINHEIT KETTENSÄGE 656C SOLO BY A";"296826.7716535433";"376970"
"12718541";"MOTOREINHEIT KETTENSÄGE 656C SOLO BY A";"252291.3385826772";"320410"
"SL76000119";"MOTOREINHEIT M.KUPPL.MUFFE 116 BJ.2008";"25826.77165354331";"32800"
"SL2100678";"MOTOREINHEIT TRENNSCHLEIFER";"234622.0472440945";"297970"
"P130590522";"MOTORENLÜFTUNG";"7039.370078740158";"8940"
"B07095";"MOTORENOEL HD 30 0,1 L";"1015.748031496063";"1290"
"415671";"MOTORENTLÜFTUNG";"622.0472440944882";"790"
"481013";"Motorfék bowden";"3299.212598425197";"4190"
"412273";"MOTORFLANSCH";"6763.779527559055";"8590"
"P109310025121";"MOTORFLANSCH";"2354.330708661417";"2990"
"P109310025131";"MOTORFLANSCH";"1039.370078740157";"1320"
"SL504567425";"MOTORFLANSCH";"5574.803149606299";"7080"
"P115M00041600";"MOTORFLANSCH  (8-T)";"17787.40157480315";"22590"
"410284";"MOTORFLANSCH (410284)";"4251.968503937008";"5400"
"B11209";"MOTORFLANSCH 46B, GESTRAHLT";"9645.669291338583";"12250"
"SL0340060011";"MOTORFLANSCH 502M";"4968.503937007874";"6310"
"SL2045671";"MOTORFLANSCH 522 B.97";"6480.314960629921";"8230"
"SL5074908";"MOTORFLANSCH 584";"1992.125984251968";"2530"
"SL459600";"MOTORFLANSCH 587";"2929.133858267716";"3720"
"462523";"MOTORFLANSCH FRS";"4480.314960629921";"5690"
"409580";"MOTORFLANSCH HWA800/MC";"4165.354330708661";"5290"
"A362007";"MOTORFUEHRUNGSPLATTE HS3-5";"12314.96062992126";"15640"
"411606";"MOTORGEH. KPL. HT 600/700";"9440.944881889764";"11990"
"B1165522";"MOTORGEH.OB+UNT.GESTANZT R2002";"10519.68503937008";"13360"
"B1165501";"MOTORGEH.OB+UNT.GESTANZT R9005";"9440.944881889764";"11990"
"418374";"MOTORGEHAEUSE";"9283.464566929133";"11790"
"306430";"MOTORGEHAEUSE   (T/TS 220)";"7937.007874015748";"10080"
"SL27100006";"MOTORGEHAEUSE 613";"559.0551181102362";"710"
"SL06100227100371";"MOTORGEHAEUSE 621";"6070.866141732284";"7710"
"409836";"MOTORGEHAEUSE KE40-18 PEUG";"7488.188976377953";"9510"
"SL76000614";"MOTORGEHAEUSE KPL. +113";"8464.566929133858";"10750"
"SL06100227100100";"MOTORGEHAEUSE ROT IKRA";"6787.40157480315";"8620"
"411590";"MOTORGEHÄUSE";"7787.40157480315";"9890"
"460729";"MOTORGEHÄUSE";"8181.102362204724";"10390"
"462287";"MOTORGEHÄUSE";"5102.36220472441";"6480"
"462420";"MOTORGEHÄUSE";"15582.67716535433";"19790"
"40800201";"MOTORGEHÄUSE";"11566.92913385827";"14690"
"477438";"MOTORGEHÄUSE";"6370.07874015748";"8090"
"418031";"MOTORGEHÄUSE";"9362.204724409448";"11890"
"418302";"MOTORGEHÄUSE";"2590.551181102362";"3290"
"418424";"MOTORGEHÄUSE";"2984.251968503937";"3790"
"P111A93238-3";"MOTORGEHÄUSE";"23086.61417322835";"29320"
"P111A95683A";"MOTORGEHÄUSE";"19244.09448818898";"24440"
"P11378805";"MOTORGEHÄUSE";"9897.63779527559";"12570"
"P115M00031170";"MOTORGEHäUSE      HSP  8T";"27598.42519685039";"35050"
"407626";"MOTORGEHÄUSE (G800HW)";"11905.51181102362";"15120"
"P11378806";"MOTORGEHÄUSE (KETTENBR.)";"9897.63779527559";"12570"
"P11376014";"MOTORGEHÄUSE (KS1300B)";"7866.141732283464";"9990"
"4408936037";"MOTORGEHÄUSE 40 HIT";"9858.267716535433";"12520"
"467728";"MOTORGEHÄUSE DRAIN 10000 INOX";"11330.70866141732";"14390"
"409664";"MOTORGEHäUSE GPI";"8661.417322834646";"11000"
"409638";"MOTORGEHäUSE HWA800/MC";"7551.181102362205";"9590"
"477704";"MOTORGEHÄUSE INOX DIVE";"13456.69291338583";"17090"
"467536";"MOTORGEHÄUSE JET 600-800";"3692.913385826771";"4690"
"409968";"MOTORGEHÄUSE KE1600/40";"9362.204724409448";"11890"
"416471";"MOTORGEHÄUSE KSE 2500";"9362.204724409448";"11890"
"411642";"MOTORGEHÄUSE KSI SILBER";"9362.204724409448";"11890"
"41346501";"MOTORGEHÄUSE LI. / RE.";"8338.582677165354";"10590"
"413445";"MOTORGEHÄUSE LI./RE.";"7866.141732283464";"9990"
"413569";"MOTORGEHÄUSE LINKS";"9283.464566929133";"11790"
"410271";"MOTORGEHÄUSE LINKS (410271)";"10125.9842519685";"12860"
"440581";"MOTORGEHÄUSE MH HÄCKSLER";"6291.338582677166";"7990"
"P111A95683";"MOTORGEHäUSE N.LFB.       3A)";"19244.09448818898";"24440"
"467476";"MOTORGEHÄUSE NICHT LIEFERBAR";"3779.527559055118";"4800"
"418444";"MOTORGEHÄUSE OBEN";"4874.015748031496";"6190"
"477584";"MOTORGEHÄUSE OBEN";"3692.913385826771";"4690"
"B1165301";"MOTORGEHÄUSE OBEN UND UNTEN, R9005";"7000";"8890"
"P11376032";"MOTORGEHÄUSE PVC   76014";"6811.023622047244";"8650"
"410792";"MOTORGEHÄUSE RECHTS";"4370.07874015748";"5550"
"410272";"MOTORGEHÄUSE RECHTS (410272)";"10456.69291338583";"13280"
"463478";"MOTORGEHÄUSE RECHTS BC 4535";"1803.149606299213";"2290"
"B12401";"MOTORGEHÄUSE RTS/LKS RAL6001";"5811.023622047244";"7380"
"462951";"MOTORGEHÄUSE SVP 10001";"9755.905511811023";"12390"
"418448";"MOTORGEHÄUSE UNTEN";"3614.173228346457";"4590"
"413855";"MOTORGEHÄUSEBEFESTIGUNG KPL.";"1566.929133858268";"1990"
"B12030";"MOTORGEHÄUSEPAAR 75027";"4125.984251968503";"5240"
"B12482";"MOTORGEHÄUSEPAAR PROFI 1000";"2685.03937007874";"3410"
"SL77090100";"MOTORGESTELL 526-60";"226480.3149606299";"287630"
"SL76097700";"MOTORGESTELL 526-60 4.AUSF.H63002S";"151314.9606299213";"192170"
"405261";"MOTORGLOCKE       (401050)";"16685.03937007874";"21190"
"521492";"MOTORH+DäMM.AUSTRALIEN ET";"99307.08661417323";"126120"
"52144101";"MOTORH-3 DäMMA.R9005 102E";"45897.63779527559";"58290"
"52144102";"MOTORH-3+DäMMA.R3000 102E";"36913.38582677165";"46880"
"52143649";"MOTORH-3+DäMMATTE R1028 E";"7173.228346456693";"9110"
"52143602";"MOTORH-3+DäMMATTE R3000 E";"6519.685039370079";"8280"
"52143615";"MOTORH-3+DäMMATTE R7035 E";"28519.68503937008";"36220"
"52144149";"MOTORH-3.DäMMA.R1028 102E";"30637.79527559055";"38910"
"521242";"MOTORH.2+DäMMATTE RE. ET";"29787.40157480315";"37830"
"409059";"MOTORHALTERING";"11566.92913385827";"14690"
"46348601";"MOTORHALTERUNG";"10803.14960629921";"13720"
"416902";"MOTORHALTERUNG";"2511.811023622047";"3190"
"441841";"MOTORHALTERUNG";"6606.299212598425";"8390"
"423055";"MOTORHALTERUNG";"2748.031496062992";"3490"
"423060";"MOTORHALTERUNG";"1881.889763779528";"2390"
"SL3018540";"MOTORHALTERUNG 516";"13929.13385826772";"17690"
"SL0227400610";"MOTORHALTERUNG 536";"158496.062992126";"201290"
"54884901";"MOTORHALTERUNG GESCHW R9005";"9748.031496062991";"12380"
"44000601";"MOTORHALTERUNG HÖHENVER ROBO R9005";"464.5669291338583";"590"
"411891";"MOTORHAUBE";"2590.551181102362";"3290"
"413844";"MOTORHAUBE";"8811.023622047243";"11190"
"47918902";"MOTORHAUBE";"9362.204724409448";"11890"
"4118911006";"MOTORHAUBE";"2039.370078740157";"2590"
"B14972";"MOTORHAUBE";"2448.818897637795";"3110"
"415874";"Motorhaube";"51645.66929133859";"65590"
"418005";"MOTORHAUBE";"7078.740157480315";"8990"
"418353";"MOTORHAUBE";"3535.433070866142";"4490"
"41880501";"MOTORHAUBE";"6055.118110236221";"7690"
"41880502";"MOTORHAUBE";"6527.55905511811";"8290"
"523560";"MOTORHAUBE  RAL 6029    5";"7015.748031496063";"8910"
"523322";"MOTORHAUBE  RAL2004     5";"7614.173228346456";"9670"
"SL45491107";"MOTORHAUBE +165";"9283.464566929133";"11790"
"SL77490892630";"MOTORHAUBE 128L+B";"31173.22834645669";"39590"
"523115";"MOTORHAUBE 12A STO.SET 14";"15937.00787401575";"20240"
"51402322";"MOTORHAUBE 2 R 2002";"16952.75590551181";"21530"
"51402304";"MOTORHAUBE 2 R1004";"19157.48031496063";"24330"
"51402302";"MOTORHAUBE 2 R3000";"19173.22834645669";"24350"
"51402353";"MOTORHAUBE 2 R6029";"20228.34645669291";"25690"
"51402301";"MOTORHAUBE 2 R9005";"21188.97637795276";"26910"
"SL0610050300";"MOTORHAUBE 526S";"237716.5354330709";"301900"
"SL285410";"MOTORHAUBE 553S";"10283.46456692913";"13060"
"SL77513506";"MOTORHAUBE 588RE";"8362.204724409448";"10620"
"522798";"MOTORHAUBE 8A PIGTET GB";"19645.66929133858";"24950"
"522923";"MOTORHAUBE 9.5A GB SET";"33503.93700787402";"42550"
"SL77490892598";"MOTORHAUBE AUSF. B 133B+L";"10519.68503937008";"13360"
"SL793973";"MOTORHAUBE B&S 582SM";"12000";"15240"
"SL5073673";"MOTORHAUBE B&S RM-NEU";"4157.48031496063";"5280"
"49306101";"MOTORHAUBE BLENDE R9005 E";"2669.291338582677";"3390"
"47370534";"MOTORHAUBE FRONTSCHÜRZE EMAK R7021";"10102.36220472441";"12830"
"321681";"MOTORHAUBE GEPUNKTET  NLFB";"19653.54330708661";"24960"
"B13264";"MOTORHAUBE HONDA";"9173.228346456694";"11650"
"4737091011";"MOTORHAUBE HUTZE EMAK EFCO EMAK ROT";"13196.85039370079";"16760"
"4737091010";"MOTORHAUBE HUTZE EMAK STAUB R5017";"22385.82677165354";"28430"
"4737091012";"MOTORHAUBE HUTZE OLE MAC EMAK ORANGE";"13669.29133858268";"17360"
"47345901";"MOTORHAUBE HUTZE R9005";"8496.062992125984";"10790"
"47683201";"MOTORHAUBE HUTZE R9005 ISEKI";"7000";"8890"
"522352";"MOTORHAUBE ISEKI-BLAU   5";"86.61417322834646";"110"
"476625";"MOTORHAUBE KPL SOLO";"35716.53543307087";"45360"
"SL3820768413";"MOTORHAUBE KPL.";"70700.78740157481";"89790"
"418023";"MOTORHAUBE KPL. AKKU-VERT.";"17944.88188976378";"22790"
"493060";"MOTORHAUBE LICHTSCHEIBE E";"4716.535433070866";"5990"
"51481049";"MOTORHAUBE MARINA RAL1028";"4141.732283464567";"5260"
"51481002";"MOTORHAUBE MARINA RAL3000";"3488.188976377953";"4430"
"51481015";"MOTORHAUBE MARINA RAL7035";"26204.72440944882";"33280"
"473452";"MOTORHAUBE OBERTEIL";"86.61417322834646";"110"
"47370834";"MOTORHAUBE OBERTEIL EMAK R7021";"14858.26771653543";"18870"
"47345202";"MOTORHAUBE OBERTEIL R3000";"11244.09448818898";"14280"
"47345247";"MOTORHAUBE OBERTEIL R6001";"11251.96850393701";"14290"
"47345206";"MOTORHAUBE OBERTEIL R9000";"14952.75590551181";"18990"
"47345201";"MOTORHAUBE OBERTEIL R9005";"14401.57480314961";"18290"
"455195";"MOTORHAUBE PRO 450";"9440.944881889764";"11990"
"418805";"MOTORHAUBE QSS 170 LI-ION";"7551.181102362205";"9590"
"518514";"MOTORHAUBE R3000";"10448.8188976378";"13270"
"SL3252071241";"MOTORHAUBE ROT";"20031.49606299213";"25440"
"47370634";"MOTORHAUBE SEITENTEIL LI EMAK R7021";"7559.055118110236";"9600"
"47345502";"MOTORHAUBE SEITENTEIL LINKS R3000";"9362.204724409448";"11890"
"47345501";"MOTORHAUBE SEITENTEIL LINKS R9005";"7551.181102362205";"9590"
"47683301";"MOTORHAUBE SEITENTEIL LINKS R9005 ISEKI";"8181.102362204724";"10390"
"47370734";"MOTORHAUBE SEITENTEIL RE EMAK R7021";"9062.992125984252";"11510"
"47345602";"MOTORHAUBE SEITENTEIL RECHTS R3000";"9440.944881889764";"11990"
"47345601";"MOTORHAUBE SEITENTEIL RECHTS R9005";"7551.181102362205";"9590"
"47683401";"MOTORHAUBE SEITENTEIL RECHTS R9005 ISEKI";"8181.102362204724";"10390"
"SL77490892643";"MOTORHAUBE TJ035E 135L+B";"15346.45669291339";"19490"
"47345302";"MOTORHAUBE VORDERTEIL R3000";"12039.37007874016";"15290"
"47345301";"MOTORHAUBE VORDERTEIL R9005";"9307.086614173228";"11820"
"47683501";"MOTORHAUBE VORDERTEIL R9005 ISEKI";"11645.66929133858";"14790"
"418888";"MOTORHAUBE ZYL.";"4244.094488188976";"5390"
"461185";"MOTORHAUBE+DÄMM.AUSTRALIEN ET";"26826.77165354331";"34070"
"514599";"MOTORHAUBE+DÄMMATTE ISEKI";"24748.03149606299";"31430"
"514594";"MOTORHAUBE-1 ISEKI NACHAR";"18157.48031496063";"23060"
"521358";"MOTORHAUBE-2 +DÄMMATTE R2002";"54527.55905511811";"69250"
"461215";"MOTORHAUBE-2 KPL R6005";"23826.77165354331";"30260"
"461229";"MOTORHAUBE-2 R3000 ET";"27724.4094488189";"35210"
"52144115";"MOTORHAUBE-3 DÄMMATTE 102 R7035";"59401.5748031496";"75440"
"461689";"MOTORHAUBE-4  OEM  UND ANSAUGHUTZE";"22251.96850393701";"28260"
"461984";"MOTORHAUBE-4  OEM  UND ANSAUGHUTZE";"22251.96850393701";"28260"
"461890";"MOTORHAUBE-4 OEM BRILL ANSAUGHUTZE";"25944.88188976378";"32950"
"461619";"MOTORHAUBE-4 OEM UND ANSAUGHUTZE";"21858.26771653543";"27760"
"518491";"MOTORHAUBE-RIDER R1004";"7795.275590551181";"9900"
"525874";"MOTORHAUBE-RIDER R6004 5";"6330.708661417323";"8040"
"321140";"MOTORHAUBE-VORN";"17078.74015748032";"21690"
"523128";"MOTORHAUBE9,5A STD.SET 14";"15952.75590551181";"20260"
"49302730";"MOTORHAUBENSCHANIER E VERZ";"1803.149606299213";"2290"
"SL250768580";"MOTORHAUBENTEIL";"40385.82677165354";"51290"
"SL823946070";"MOTORHAUBENTEIL VORN GRAU JX/TCX";"30629.92125984252";"38900"
"501095";"MOTORK. B.M.KR. 6018  NLFB";"15417.32283464567";"19580"
"406123";"MOTORKAPPE";"5346.456692913386";"6790"
"412585";"MOTORKEILRIEMENSCHEIBE";"16685.03937007874";"21190"
"511191";"MOTORKONS LACK R7035";"11944.88188976378";"15170"
"506840";"MOTORKONS LACK R9005";"10417.32283464567";"13230"
"52521515";"MOTORKONS.  LACK R7035";"10913.38582677165";"13860"
"500862";"MOTORKONS0LE B   (501083)";"11236.22047244094";"14270"
"548600";"MOTORKONSOLE";"1881.889763779528";"2390"
"506419";"MOTORKONSOLE";"3409.448818897638";"4330"
"317599";"MOTORKONSOLE";"5488.188976377953";"6970"
"329279";"MOTORKONSOLE";"10307.08661417323";"13090"
"341922";"MOTORKONSOLE          NLFB";"9811.023622047243";"12460"
"307930";"MOTORKONSOLE         O 82";"4503.937007874016";"5720"
"548841";"MOTORKONSOLE 360 VE - B";"2685.03937007874";"3410"
"B14706";"MOTORKONSOLE 40 VB GESCHW";"12803.14960629921";"16260"
"502811";"MOTORKONSOLE 42  (501077)";"11645.66929133858";"14790"
"504904";"MOTORKONSOLE 42  (504911)";"15259.84251968504";"19380"
